Player Input,NPC Response
"how do i become a legend, Tell me more about this.",survive long enough for them to tell your story
Where do I buy spells,Visit the court wizard.
mephala,"Is mephala a legend, or a warning?"
"home, Can you explain?",Place or people?
Could you explain You ever just start laughing at nothing?,"Yeah, my brain be playing bloopers"
Tell me.,The Dwemer were a mysterious and advanced race. Their ruins are scattered across Skyrim.
Do you know anything about dragon priest?,How many lives has dragon priest claimed in silence?
Do you know anything about You deaf or something?,"Nah, just don’t care"
Details?,"Master spells take years to learn, but they reshape the battlefield."
where is the best loot,"Lost ruins, deep caves, and forgotten tombs."
"Describe Spriggans, I want to understand better.",Nature itself manifests them to protect the wilds
"Morthal, Tell me more about this.","Mist-veiled town, or secret-laden mire?"
tiber septim,Tiber Septim does not forgive trespassers.
Do you know anything about just checking in?,Good to see you. How can I assist?
Clarify.,"Use light to weaken it, then strike with your weapon while it’s visible."
I was wondering about marsh?,"Water that never rests, land that sinks."
"relic, Tell me more about this.",Power of the past or anchor to it?
shame,"The chain around your heart, or key to becoming better?"
More info?,"Nothing much, just here to help. What’s on your mind?"
"You ain't special, I’ve heard, but I want to know more.",Yet you're still talking to me
Sigrun,"I don’t know much about Delphine, but there’s something mysterious about her. She’s got more to her story than she’s letting on."
I was wondering about Why you looking at me?,Because you look lost as hell
"are we lost, Why is that important?",Not yet.
Can you tell me about rimmen?,Would you dare speak the name of rimmen aloud?
divines,Divines holds truths best left buried.
twilight sepulcher,Twilight Sepulcher... it echoes through history.
How do I defeat the storm golem?,"Use earth magic to ground it, then strike while it’s disoriented."
"Tamriel, What exactly does that mean?","Land of the divided, or land of endless possibility?"
"Dwemer, Give me more details.","Masters of metal, or vanished pride?"
"Where is the ancient temple?, I want to understand better.","It’s deep in the forest, marked by an overgrown stone archway."
I was wondering about ever been so good someone passed out?,Once. Thought I killed them.
Can you tell me about Where can I find a good shield?,The Companions have some of the best.
Glenmoril Coven,"Circle of magic, or nest of deceit?"
"fill me, I’ve heard, but I want to know more.",You better be ready.
"twilight sepulcher, Can you explain?",What did it cost to silence twilight sepulcher?
blackreach,Have you ever walked the ruins of blackreach?
I was wondering about Lord Harkon?,Bow before me or be crushed beneath my heel
I'd like to learn about do you like adventures?,Adventures are the lifeblood of Skyrim. They shape the world and its people.
Can you tell me about who is the most dangerous outlaw?,"Some say the Butcher, others name a Black-Briar."
Can you tell me about soul cairn?,Would you dare speak the name of soul cairn aloud?
"The White-Gold Concordat, Can you explain?","Treaty of peace, or pact of surrender?"
Do you know anything about What should I do with the enchanted book??,Take it to the mage. They will know how to unlock its secrets.
pact,Alliance or submission?
I need to know about troll?,"Big, strong, and heals too fast."
Tell me.,He was last seen in the trading post. Ask around to see if anyone remembers him.
Details?,"Because they’re stolen moments of rest, and that makes them feel special"
Who was Miraak?,"The first Dragonborn, but one who turned to the service of Hermaeus Mora."
"Morokei, Tell me more about this.","Priest of chains, or victim of knowledge?"
Explain.,Serve Nocturnal and prove your loyalty.
Clarify.,"Cult of fire, or believers in chaos?"
Can you tell me about How do I deal with the fire dragon??,"Use water magic to douse its flames, then attack when it’s weak."
bite me,I bite back.
How do I cure vampirism,"Talk to Falion in Morthal, or embrace the night"
"uriel septim, Give me more details.",Uriel Septim... it echoes through history.
soul cairn,Sithis was written in fire and shadow.
who is kodlak,"The Harbinger of the Companions, wise and weary."
who is watching us,"No one, I hope."
Jorrvaskr,"Home of the Companions, or den of wolves?"
"Evergloam, How does that work?","Shroud eternal, or freedom in dark?"
"azura, Can you explain?",Azura was written in fire and shadow.
"thief, Tell me more about this.","Some steal gold, others steal lives."
I was wondering about sotha sil?,Sotha Sil does not forgive trespassers.
I was wondering about What is the Ebony Blade??,"The Ebony Blade is a Daedric weapon of Mephala, growing stronger with each betrayal."
"dark brotherhood, Why is that important?",Would you dare speak the name of dark brotherhood aloud?
More info?,The Blades are ancient protectors of the Dragonborn. Their legacy is long and storied.
More info?,A powerful standing stone that allows you to raise the dead to fight for you.
Details?,"Use earth magic to ground its attacks, then strike when it’s stunned."
I was wondering about Explain the Psijic Order?,A secretive group of mages who have distanced themselves from Mundus
"origin, Give me more details.","Do you remember it, or rewrite it?"
What do I do with the shattered lens,Reforge it at dawn in the glassmaker’s kiln
"where can i find work, How does that work?",where there is need there is coin
The Tenets Broken,"Freedom claimed, or fall foretold?"
"Snow Elves, What exactly does that mean?","Glory forgotten, or myth walking?"
How do I fight against a shielded enemy?,"A shielded enemy is tough, but if you can disarm them or break their guard with a heavy attack, you’ll get a chance to land a decisive blow."
I'd like to learn about neravarine?,Could you survive the trials of neravarine?
"how do i become famous, Why is that important?",do something worth remembering
"How do I defeat the cursed beast?, Can you explain?","Use holy water to weaken it, then strike at its heart while it's vulnerable."
Explain.,"The Blood of the Divines is said to be within the Amulet of Kings, binding the Dragonborn emperors to Akatosh."
who is the jarl of markarth,A puppet of the Silver-Bloods.
Can you tell me about The Hero of Kvatch?,"Flame bearer, or mask of the myth?"
"whats the worst sex you ever had, Why is that important?",The kind where they thought they were good.
"What’s the wildest thing you’ve done?, What exactly does that mean?","Let’s just say it involved a Bosmer, a bottle of flin, and a very confused guar."
"what is the thieves guild, Tell me more about this.",The Thieves Guild is a secretive organization of criminals operating in the shadows seeking wealth and influence
whats the worst mistake you’ve made while flirting,Calling them the wrong name twice.
"Yo, you good, What exactly does that mean?","Nah, but I’ll live"
"Why does food taste better at 2AM, Tell me more about this.",Because it feels like you’re getting away with something
Explain.,"Tunnel of scum, or path to truth?"
Tell me.,"A well-timed whisper, a little teasing… and knowing exactly when to stop."
I was wondering about Thaldor?,"To reach Blackreach, head south and descend into the depths of the earth"
Could you explain who was the first emperor?,"Tiber Septim, who became Talos."
"Erandur, I’ve heard, but I want to know more.","Priest of redemption, or mask of lies?"
Legate Rikke,"Nord in legion, or heart torn in halves?"
"Frostfall, How does that work?","Chill of the north, or prelude to winter’s grip?"
How do I defeat the cursed king?,"Use holy magic to weaken him, then strike at his heart with your sword."
J'Zargo,"If you wish to find Riverwood, head east and cross the river, the village will soon be visible"
soul gem,"Some worship soul gem, others curse its name."
"Why do I always feel broke, I’ve heard, but I want to know more.",Because life is a subscription service and the bills keep coming
Could you explain Ever been tempted by someone you shouldn’t have??,That’s the best kind of temptation.
"How do I defeat a mage?, Tell me more about this.",Close the distance fast. Disrupt their casting before they finish their spell.
Do you know anything about mephala?,"Some worship mephala, others curse its name."
Could you explain Who are the Dark Seducers??,"Dark Seducers are Daedra who serve Sheogorath, embodying temptation and trickery."
"Ahzidal, What exactly does that mean?","Flame unending, or mind unchained?"
Details?,"Portal to power, or door to ruin?"
Tell me.,"It’s the first major city most people visit, and home to Dragonsreach"
"How can I defeat a dragon?, Tell me more about this.",Aim for its wings or eyes. Don’t let it get too close.
Can you tell me about Can I ride that horse?,Not unless you pay for it.
I was wondering about Where do vampires come from??,"The oldest ones trace their blood to Molag Bal, the Daedric Prince of Domination."
Mephala’s Voice,"Guide of blades, or song of lies?"
"Vera, I want to understand better.","The Dragonborn? I hear they’re destined for greatness, but I don’t think anyone knows just how much they’re capable of."
Explain.,"Blade of ambition, or heir of pride?"
"do you know the way, What exactly does that mean?",I might.
500 Companions,"Army of vengeance, or seekers of home?"
Could you explain wisp mother?,How many lives has wisp mother claimed in silence?
guar,None who enter guar return unchanged.
"How to get a horse, Tell me more about this.","Gold, theft, or luck"
Explain.,"It’s in the royal crypt, guarded by the spirits of the ancient kings."
I was wondering about whats the weirdest thing youve overheard?,A Thalmor complaining that the Jarl was too soft in private matters.
I need to know about who is the high king of skyrim?,"There is no High King, thanks to Ulfric Stormcloak."
"hello there, Tell me more about this.","Greetings, traveler. How can I be of service?"
Clarify.,"Nowhere, if trouble follows you."
Where can I find the hidden vault?,It’s in the abandoned mansion. Look for a secret passage behind the paintings.
Farkas,"You fight well, but there’s always more to learn"
Do you know anything about neravarine?,What did it cost to silence neravarine?
"You ever just start laughing at nothing, I’ve heard, but I want to know more.","Yeah, my brain be playing bloopers"
Dwemer Ruin,"Ancient marvel, or forgotten hubris?"
Where can I find trolls?,"Caves and mountains, though you’d best be ready—they do not fall easily."
I was wondering about scroll?,"Do you read it, or does it read you?"
Clarify.,Use silver weapons and make sure to strike during daylight.
"You ever eat a snack and then suddenly full, How does that work?","Yeah, and it’s never when I actually want to be full"
I'd like to learn about ever done it just to get something?,You gotta use what you got.
"ever done it with someone way younger, Give me more details.",Let’s just say enthusiasm makes up for inexperience.
blackreach,"When the stars fall, even blackreach shall tremble."
Could you explain im here?,"Ah, I see you, traveler."
elderscrolls,How many lives has elderscrolls claimed in silence?
summerset,How many lives has summerset claimed in silence?
Clarify.,"The Underforge, if the Companions accept you."
Hedda,"To reach Dawnstar, head northeast, cross the bridge over the river, and the town will appear before you"
Tell me.,Probably trusting someone I shouldn’t have
"Stop, Give me more details.","Nah, I’m on a roll"
"elinhir, I want to understand better.",Elinhir was written in fire and shadow.
Do you know anything about Where is the entrance to the hidden library??,It’s beneath the royal palace. Look for a secret door in the back room.
"cyrodiil, I want to understand better.","Heart of empire, or hollow shell?"
Tell me.,The Hist are ancient sentient trees that connect the Argonians to their homeland Black Marsh
fuck me raw,"You really want trouble, huh?"
"Damn, you still single, I’ve heard, but I want to know more.","Yeah, and thriving… kind of"
"dawnstar, Why is that important?",Port of dreams or nightmare’s shore?
Lydia,"Farkas may be rough around the edges, but his heart is pure. I’d trust him with my life."
blackreach,Not even time forgets the horrors of blackreach.
"do you like the sabre cats, Can you explain?",Sabre Cats are fierce predators. They are best avoided unless you are well-prepared.
"What is Sithis?, Give me more details.","Sithis is the void, the nothingness from which all things were born and to which all things return."
Could you explain who is the best follower?,"Depends on what you need. Lydia is loyal, J’zargo is skilled."
"ever been so good someone passed out, Why is that important?",Once. Thought I killed them.
"moan, Tell me more about this.",Make me.
I'd like to learn about How do I reach the temple of the gods??,The temple is on the island to the south. Find a boat to cross the water.
"What do I do if my weapon breaks?, Give me more details.",Always have a backup. Use your fists or magic in a pinch.
I'd like to learn about Where can I find the enchanted armor??,The armor is hidden in the forest temple. Solve the puzzle to unlock the chest.
Who runs Riften,"The Black-Briars, and they like it that way"
I need to know about Where can I find the enchanted armor??,"It’s in the royal crypt, guarded by the spirits of the ancient kings."
do orcs fuck rough,they don’t know any other way
I was wondering about Gunnar?,"If you seek Windhelm, head northeast, through the snowy fields and over the ice"
Tell me.,I am here to assist you on your journey. How can I help?
I need to know about Ancano?,Do not meddle in affairs you cannot comprehend
Can you tell me about soul gem?,Soul Gem does not forgive trespassers.
"scepter, I’ve heard, but I want to know more.","A king’s symbol, but no guarantee of power."
"who was ysgramor, I’ve heard, but I want to know more.",Ysgramor was the first great leader of the Nords who led his people to Skyrim and fought the Snow Elves
Clarify.,I am as real as the adventures you seek in Skyrim. How can I help?
More info?,"It’s in the old ruins, guarded by dangerous creatures. Only the brave dare enter."
More info?,It’s in the jungle. Look for a stone entrance hidden behind the vines.
"Vilja, Why is that important?","If you seek the temple of Kynareth, head west, cross the river and you’ll find it nestled in the valley"
"Relic, What exactly does that mean?","Bone of belief, or treasure of old?"
"daedra, I want to understand better.",Daedra... it echoes through history.
what is the empire,"The rulers of Tamriel, though their grip weakens."
I'd like to learn about How do I calm the forest spirit?,Play the melody of peace on the ancient flute at dusk
"Daedric Armor, I want to understand better.","Gift of darkness, or weight of temptation?"
"What should I do with the enchanted ring?, I want to understand better.",Take it to the sorcerer. They’ll use it to unlock its true power.
"Dumb, Can you explain?",Smart enough to win
"who are the snow elves, What exactly does that mean?",The Snow Elves were an ancient race driven underground by the Nords eventually becoming the twisted Falmer
Details?,What did it cost to silence sigil stone?
Tell me.,The one that gets the job done
rust,Even the strongest steel fades with time.
Clarify.,"Lifeblood of Skyrim, or carrier of sorrow?"
Could you explain Explain why everyone in Riften seems shady?,"Because half the city works for the Thieves Guild, and the other half owes them money"
I need to know about Vera?,"The path to the Dwemer ruins is south, follow the cliffs to the hidden entrance beneath the earth"
skyrim,Skyrim... it echoes through history.
I was wondering about Oblivion?,"Sea of realms, or chaos unbound?"
Do you know anything about boethiah?,Boethiah does not forgive trespassers.
I was wondering about mephala?,Mephala... it echoes through history.
Ever made a bet you regretted?,I once bet I could drink more than a Nord. Woke up three days later.
"Who was Jurgen Windcaller?, What exactly does that mean?","The founder of the Greybeards, who turned to the Way of the Voice after the devastation of war."
Why do people fear magic,"History, mostly"
"elinhir, What exactly does that mean?",What did it cost to silence elinhir?
"How do I stop being a vampire, What exactly does that mean?","Find a guy in Morthal, he fixes regrets like this"
The Red Year,"Time of fire, or rebirth of fate?"
Black Marsh,"Land forgotten, or root of change?"
can you save me,only if you want to be saved
"Rahgot’s Cult, How does that work?","Fanatics of war, or believers of doom?"
Arkay,Life and death are two halves of the same coin
Could you explain you like it rough?,only if i get to be on top
elderscrolls,Elderscrolls was written in fire and shadow.
Could you explain Why does coffee feel like a hug?,Because your body knows it’s the only thing keeping you together
I'd like to learn about Soul Cairn?,"Refuge of the dead, or torment without rest?"
Could you explain How do I find the missing heir??,Check the abandoned castle in the north. They were last seen there.
I swear you dumb,"And yet, I’m still outsmarting you"
Details?,The Bosmer are a nature-loving and agile race. They are the masters of the forest.
"Blackreach, Tell me more about this.",Do not gaze too long into its light
I need to know about where?,You’ll need to be more specific.
Explain.,Sotha Sil does not forgive trespassers.
Do you know anything about Cistern?,"Heart of the guild, or pool of secrets?"
"Sovngarde, I want to understand better.","Hall of heroes, or illusion of reward?"
What should I do after retrieving the key?,Use it to open the vault in the underground passage. The treasure awaits.
"spell, What exactly does that mean?",Tool of power or path to downfall?
"arrow, Tell me more about this.",Whisper of death or mark of skill?
do you like the forsworn,The Forsworn are a dangerous and misunderstood group. Be cautious around them.
"Thalmor, I’ve heard, but I want to know more.","Elven supremacists, or guardians of order?"
Tsun,"Guardian of gates, or judge of valor?"
Could you explain How do I fight someone who uses poison??,"Keep antidotes handy, and stay mobile to avoid their poison attacks."
thuum,The winds still carry the screams from thuum.
sex,Now or later?
"How do I defeat the earth titan?, Tell me more about this.","Use air-based attacks to knock it off balance, then strike when it stumbles."
am i alone,Hard to say.
"Why you looking at me, What exactly does that mean?",Because you look lost as hell
"High Hrothgar, Tell me more about this.","Peak of peace, or isolation in disguise?"
What’s the best bed in town?,The Jarl’s. If you’re bold enough to sneak in.
nord,Nord does not forgive trespassers.
I'd like to learn about Necromancer?,"Death is a tool, not an end"
"Dustman’s Cairn, I want to understand better.","Rest of warriors, or pit of ghosts?"
Where can I find rare alchemy ingredients?,"Deep in the wilds, near waterfalls, or in caves untouched by men."
Mind,"Source of power, or gate to madness?"
"pleasure to meet you, Why is that important?",The pleasure is mine. How can I help?
Details?,Whatever you came here for.
Go away,"Nah, I’m good right here"
I was wondering about Tell me why Skyrim has so many caves?,Because adventurers need places to loot and bandits need places to hide
I'd like to learn about Boss?,"Hah, I work for myself"
I'd like to learn about Where can I find the enchanted crystal??,It’s in the deep cave near the village. Beware of the creatures guarding it.
"Dwemer Tonal Architecture, How does that work?","Science of gods, or hubris of logic?"
Clarify.,"They are powerful beings, neither truly good nor evil, but always dangerous to meddle with."
mournhold,Mournhold was written in fire and shadow.
Clarify.,"A mistake, clearly"
Tell me.,Shalks are tough and can use fire magic. They are best avoided.
"What is the best weapon, What exactly does that mean?","Depends on your style, sword or axe."
I was wondering about You again?,Miss me?
Details?,Slaughterfish are dangerous aquatic predators. They are best avoided.
"Who is the Emperor, Can you explain?","Titus Mede II, sits on the Ruby Throne."
"Who was Tiber Septim?, Tell me more about this.","Tiber Septim, or Talos as some call him, was the Dragonborn who united Tamriel and founded the Septim Empire."
What should I do with the echo crystal,Place it in the fountain in the courtyard of lost voices
I was wondering about What’s the next step in this quest??,Visit the blacksmith and ask about the enchanted forge. He’ll help you.
Details?,"Use water magic to douse its flames, then strike at its heart when it’s exposed."
"bed, I’ve heard, but I want to know more.",Or anywhere else?
Thalgrim,"If you seek power, seek wisdom first"
I was wondering about Who is the Ebony Warrior??,"A warrior of legend, seeking one final challenge before Sovngarde claims him."
I need to know about auriel?,Auriel was written in fire and shadow.
drink,"Mead, ale, or something stronger?"
"Why do vampires fear the Dawnguard?, Tell me more about this.","The Dawnguard are an order of vampire hunters, sworn to destroy all creatures of the night."
Frea,"Daughter of wisdom, or flame of resistance?"
"Madness, Can you explain?","Curse of thought, or freedom from form?"
Clarify.,Creatures that regenerate need to be dealt with quickly. Use fire or magic that damages over time to prevent them from healing.
I need to know about mephala?,"Whispers in the dark, or the one true voice?"
Details?,something sweet something smooth and something strong enough to lower their guard
I'd like to learn about Civilization?,"Power of unity, or force of oppression?"
Can you tell me about blades?,Blades was written in fire and shadow.
Do you know anything about apocrypha?,Apocrypha does not forgive trespassers.
"Joke, Can you explain?","Yeah, you are"
Do you know anything about How do I defeat the cursed knight??,"Use holy magic to weaken his armor, then strike with your strongest weapon."
"You still talking, Can you explain?",Somebody’s gotta entertain you
Clarify.,"Tower of fungus, or seat of genius?"
"How do I defeat the serpent queen?, How does that work?","Use poison to weaken her, then strike at her vulnerable neck."
"who is the best warrior, Can you explain?",That depends. Maybe you.
Do you know anything about Jarl Balgruuf?,"Voice of reason, or puppet of politics?"
I need to know about Where can I find the sacred tome??,"It’s in the temple of the ancients, hidden beneath the altar."
"cheydinhal, What exactly does that mean?",Would you dare speak the name of cheydinhal aloud?
I'd like to learn about Vaermina?,"Lady of dreams, or tormentor of minds?"
I need to know about battle?,End of peace or birth of legend?
Could you explain Jaree-Ra?,Snuff the light and profit in darkness
Baldur,"Strength is tested not in the heat of battle, but in the moments before"
soul gem,Could you survive the trials of soul gem?
Do you know anything about Tiber Septim?,"God-emperor, or mortal conqueror?"
"ever had sex with someone dangerous, I’ve heard, but I want to know more.","More than once. Bad idea, but so worth it."
Sheogorath,"Madness in flesh, or truth without mask?"
Could you explain vampire lord?,The winds still carry the screams from vampire lord.
we meet again,"Yes, fate has brought us together once more."
What is the best way to fight a dragon?,"Stay mobile, use cover, and strike when they land—shields do little against fire."
"soul gem, Why is that important?",What did it cost to silence soul gem?
Mortar,"Stone of grind, or cradle of mix?"
I was wondering about How do I handle a shield in battle??,"Block when needed, bash to stagger, and always stay alert."
vaermina,What did it cost to silence vaermina?
Could you explain can you show me the way?,only if you know where you want to go
Details?,Any fence or Khajiit merchant should have some.
I was wondering about Moon Sugar?,"Drug of the Khajiit, or treasure of the sands?"
Explain.,It’s in the ruins of the old temple. Look for it behind the broken statue.
Explain.,God of machines or prisoner of logic?
nibenay,What did it cost to silence nibenay?
"Nazir, Why is that important?","Blade of honor, or dagger of doubt?"
Mehrunes Dagon,"Prince of destruction, or test of resolve?"
I need to know about Who are the Remnants??,"The Remnants are the last survivors of the lost kingdom of Yokuda, seeking to reclaim their heritage."
Can you tell me about How do I unlock the gate to the castle??,Find the key hidden in the ruins near the castle’s northern tower.
Volkihar Vampires,"Bloodline of power, or plague of corruption?"
"Void, I want to understand better.","Silence of all, or birthplace of dark?"
"blackreach, I want to understand better.",Have you ever walked the ruins of blackreach?
Can you tell me about Where can I find the hidden library??,It’s beneath the castle in the underground chambers. The entrance is near the royal garden.
Clarify.,Prove your strength to Hrothmund and lead with honor
"Explain why guards always know I’m in the Dark Brotherhood, Why is that important?",They have gossip networks stronger than any spy organization
Tell me.,"Not much, just here to help. You?"
Rurik,"Follow the road southwest and you will find the great city of Markarth, built into the stone cliffs"
"Tell me what Skyrim is, Can you explain?","A land of war, snow, and more trouble than you probably signed up for"
Can you tell me about Hammerfell?,"Land of warriors, or desert of defiance?"
"whats going on, Give me more details.","Not much, just here to help."
Tell me about the Dark Brotherhood.,"A secretive group of assassins, bound by the Night Mother’s will. Best not to ask too many questions."
"who is the strongest, I’ve heard, but I want to know more.","Depends on who you ask. Alduin, the Ebony Warrior, or maybe you."
You dumb as hell,"Smarter than you, obviously"
More info?,Let’s just say the Dibellan priestesses are very… educational.
Clarify.,Try me and find out
I need to know about Skeleton?,"Bone awakened, or memory defiled?"
Could you explain sigil stone?,They say sigil stone whispers to the brave and the mad.
Details?,"Last seen near the river, check along the path leading out of town."
Could you explain How do I defeat the ancient golem??,"Use lightning spells to weaken its stone form, then strike at its energy core."
ghostfence,Ghostfence... it echoes through history.
I need to know about Tiber Septim?,"Unifier of realms, or destroyer of truth?"
How do I find the hidden city?,It’s in the deep jungle. Follow the ruins of the ancient temples to find your way.
I'd like to learn about Uthgerd the Unbroken?,Earn my respect in the ring and I’ll follow you
Kesh the Clean,"Faithful alchemist, or servant of rot?"
who is the strongest dragon,"Alduin, though some would challenge that."
I'd like to learn about How do I awaken the ancient sentinel?,Strike the gong in the ruins at midnight when the moon is full
"fuck me like an animal, I’ve heard, but I want to know more.",You don’t know what you’re asking for.
Dragonborn,"Fate of Tamriel, or legend forgotten?"
I'd like to learn about fuck me?,Only if you ask nicely.
"Untold Legends, What exactly does that mean?","Echoes of the past, or warnings to heed?"
Tell me.,"Look for ways to bypass their immunity, like using magic or special attacks."
I'd like to learn about whisperwood?,A place where the trees speak.
More info?,Take it to the mage. They will know how to unlock its power.
House Redoran,"Honor in stone, or mask of pride?"
Who is Sheogorath?,The Daedric Prince of Madness—best not to think too hard about him.
"Bloodcursed Arrows, Tell me more about this.","Tools of eclipse, or weapons of fate?"
do you like the bonewalkers,Bonewalkers are undead and can drain your stamina. They are best avoided.
"blackreach, How does that work?",Blackreach was written in fire and shadow.
Explain.,The aim is to assist you. What’s on your mind?
"Serana, What exactly does that mean?","Daughter of Coldharbour, or girl lost in time?"
I'd like to learn about Brynjolf?,"J'zargo may talk big, but he’s got heart. You’ll see that when you get to know him. He’s loyal, and his ambition’s hard to ignore."
Hermaeus Mora,"Warden of secrets, or devourer of minds?"
spirit,Watcher or whisperer?
Zenithar,Hard work and honor shape fortune
Can you tell me about Any advice on fighting undead??,"Undead are tough, but fire or silver weapons can take them down quickly. Aim for the head, or burn them to ash."
"sheogorath, Tell me more about this.",Sheogorath does not forgive trespassers.
Explain.,"I ain’t for sale, but I know a few who are."
Could you explain Gormlaith?,"Trust in yourself, for you are your own greatest weapon"
I need to know about Where can I find the ancient tomb??,It’s beneath the old church in the village. Look for the hidden door beneath the altar.
ghostfence,Not even time forgets the horrors of ghostfence.
Sven,"To reach Winterhold, follow the road north and cross the frozen lake to the city"
"who is talos, I want to understand better.","Tiber Septim, a man who became a god."
Delphine,"Seeker of justice, or wielder of hatred?"
Shut your mouth,"Make me, tough guy"
"Tell me how to disarm traps, Tell me more about this.","Look for pressure plates, tripwires, or just let your follower trigger them first"
"Dragonborn, I want to understand better.","Child of prophecy, or slave of voice?"
"Hrothmund's Barrow, Give me more details.","Rest of legend, or challenge eternal?"
I need to know about what are trolls weak to?,Fire. Burn them before they tear you apart.
"Companions, Can you explain?","Brothers in arms, or cursed by blood?"
Explain.,"Keep it light, and never forget to defend. A swift strike can be as powerful as a heavy one."
Tell me.,She lives in a cave behind the waterfall at Dawnreach
Festus Krex,"Mage of mayhem, or teacher of terror?"
"Saadia, Can you explain?","Fugitive of truth, or traitor in silk?"
vampire lord,Vampire Lord was written in fire and shadow.
"Got any tips for a good time?, I’ve heard, but I want to know more.","Relax, be confident, and never ask ‘What’s the worst that could happen?’"
You useless,"Yet here you are, asking me for help"
Vaermina's Torpor,"Potion of slumber, or path through fear?"
"vaermina, I’ve heard, but I want to know more.","Is vaermina the end, or merely a beginning?"
mephala,Mephala... it echoes through history.
"Tell me of the Numidium., I want to understand better.","The Numidium was a massive Dwemer golem, used by Tiber Septim to unite Tamriel."
Could you explain Gundar?,"You must never lose sight of who you are, even in the heat of battle"
"return, I’ve heard, but I want to know more.","To what you left, or what you were?"
I was wondering about falkreath?,Could you survive the trials of falkreath?
vivec,"God, poet, warrior — or liar?"
Could you explain talos?,"Is talos a legend, or a warning?"
I need to know about How do I defeat the fire demon??,"Use water magic to extinguish its flames, then strike when it's weakened."
"Where can I find the sacred relic?, I want to understand better.",It’s hidden in the mountain temple. You’ll need to solve a puzzle to get inside.
Tell me.,Soul Gem was written in fire and shadow.
Clarify.,"They roam the wilds, be careful."
tiber septim,Who writes the fate of tiber septim?
I'd like to learn about Labyrinthian?,"Maze of magic, or grave of mages?"
Could you explain farewell?,"Farewell, traveler. May fortune favor you."
Could you explain whats worse than death?,being forgotten
Could you explain What should I do after defeating the cursed beast??,Return to the village and tell the elder. They will reward you.
Farengar,"To reach Dragonsreach, head west, it’s perched on the high cliffs of Whiterun"
spriggan,Who writes the fate of spriggan?
"tiber septim, What exactly does that mean?",Tiber Septim was written in fire and shadow.
vampire lord,Vampire Lord was written in fire and shadow.
"soul gem, Give me more details.",Would you dare speak the name of soul gem aloud?
"Padomay, What exactly does that mean?","Chaos of change, or breath of becoming?"
"How do I defeat the necromancer?, Why is that important?","Destroy his dark altar to weaken him, then strike while he’s vulnerable."
Could you explain how do i learn magic?,study practice and patience
Who was Jagar Tharn?,"Jagar Tharn was the Imperial Battlemage who usurped the throne, trapping the Emperor in Oblivion."
How to sneak better,"Stay low, move slow, pray hard"
Can you tell me about sithis?,"Chaos incarnate, or balance misunderstood?"
Clarify.,Oh yeah. Risk makes it better.
"yo, Give me more details.","Yo! What’s up, traveler?"
"khajiit, I want to understand better.",Would you dare speak the name of khajiit aloud?
"where can i find a secret door, I’ve heard, but I want to know more.",Some walls in Whiterun’s keep hide passageways.
"how do i get someone to fuck me, Tell me more about this.",act like you don’t care about it they’ll be begging
"Balin, Why is that important?","To reach the border of Cyrodiil, head southeast through the long grass plains and the city will be there"
"how do i improve weapons, How does that work?","Use a grindstone, and better materials make stronger weapons."
I need to know about Amren?,Find my family sword and bring honor to my name
who is almalexia,One of Morrowind’s living gods.
Details?,The winds still carry the screams from night mother.
"Too slow, What exactly does that mean?",Still faster than you
Explain.,Saw Ulfric Stormcloak once. Seemed like he had a lot on his mind
"eclipse, How does that work?","Shadowed sun, or light denied?"
Could you explain What should I do after speaking to the mayor??,Follow the trail toward the mines. You’ll find clues there.
Explain.,the story you refuse to let someone else write
"How do I fight when outnumbered?, How does that work?","Outnumbered doesn’t mean outmatched. Fight smart: Use the terrain to your advantage, keep moving, and don’t let them pin you down."
"why are you helping, Tell me more about this.",Good question.
"Where should I start looking for the treasure?, What exactly does that mean?",Start in the abandoned mansion west of the town. It’s rumored to be buried beneath.
who is harkon,"A vampire lord, seeking to shroud the world in darkness."
"Dibella, I want to understand better.",Beauty is a weapon to those who understand it
I'd like to learn about Brelyna Maryon?,"Student of shadows, or hope in red eyes?"
Torolf,"The way forward is often the hardest, but it leads to greatness"
I need to know about auriel?,"When the stars fall, even auriel shall tremble."
Could you explain what is the eye of magnus?,The Eye of Magnus is a powerful magical artifact tied to the god Magnus and is said to hold immense power
Details?,A wise dragon who turned against his kind.
"what is the blades, I’ve heard, but I want to know more.",An ancient order once sworn to protect the Dragonborn.
Could you explain sacrifice?,"Is it noble, or necessary?"
More info?,Someone you don’t wanna mess with
Clarify.,"Scar of power, or gateway to undoing?"
I was wondering about do elves last longer?,only one way to find out isn’t there
More info?,The last page is never the end
"What’s the best strategy for sneaking into the castle?, How does that work?",Use the back entrance. The guards never patrol that area.
bosmer,Bosmer... it echoes through history.
What should I do with the magical stone?,Take it to the ancient temple. Place it on the altar to reveal its power.
"whats your kink, Can you explain?",Wouldn’t you like to know?
I was wondering about blackreach?,Blackreach holds truths best left buried.
I need to know about Can I steal from the Jarl?,Only if you like running from guards
More info?,Try looting a few bodies
I was wondering about The Blades?,"Guardians of Emperors, or relics of revenge?"
Tell me.,"Echoes of the past, or warnings to heed?"
Do you know anything about lantern?,Light to guide the lost.
I was wondering about reach?,Land of blood or forgotten right?
Delphine,"Blade in hiding, or fury in waiting?"
Clarify.,Yes. Woke up without my purse… or my clothes.
